Language_ID	Feature_ID	Feature	Value	Answer	Comment	Source	Possible Values	Suggested standardised comments
lama1292	GB518	nan	0.0	y		nan	nan	nan
lama1292	GB519	nan	1.0	n		nan	nan	nan
lama1292	GB520	nan	0.0	y		nan	nan	nan
lama1292	GB521	nan	0.0	n		nan	nan	nan
lama1292	R1102	nan	0.0	4	labial, alveolar, velar and glottal	p.12	nan	nan
lama1292	R1103	nan	0.0	3		p.12	nan	nan
lama1292	R1103a	nan	1.0	y		p.12	nan	nan
lama1292	R1103b	nan	0.0	n	There are no clusters of nasals followed by a velar stop	p.21	nan	nan
lama1292	R1105	nan	0.0	y	v s	p.12	nan	nan
lama1292	R1106	nan	0.0	n		p.12	nan	nan
lama1292	R1107	nan	0.0	y		p.12,19	nan	nan
lama1292	R1108	nan	0.0	n		p.12	nan	nan
lama1292	R1109	nan	0.0	y		p.12	nan	nan
lama1292	R1109a	nan	0.0	n		p.12	nan	nan
lama1292	R1109b	nan	0.0	n		p.12	nan	nan
lama1292	R1110	nan	0.0	n		nan	nan	nan
lama1292	R1111	nan	1.0	n		p.19	nan	nan
lama1292	R1112	nan	0.0	n		nan	nan	nan
lama1292	R1113a	nan	0.0	y	ə ɐ	p.19	nan	nan
lama1292	R1115	nan	1.0	n		nan	nan	nan
lama1292	R1116	nan	0.0	y	syllables containing schwa are not stressed, this means that in case the penultimate is a schwa, the ultimate syllable will be stressed	p. 21	nan	nan
lama1292	R1117	nan	0.0	y	penulitmate is stressed	nan	nan	nan
lama1292	R1118	nan	1.0	n		nan	nan	nan
lama1292	R1202	nan	0.0	y	"only /t k ʔ n ŋ r/
"	p.12	nan	nan
lama1292	R1203a	nan	1.0	y	limited to plosive /p b k g/ plus /l/	p.21	nan	nan
lama1292	R1204	nan	0.0	n		p.21	nan	nan
lama1292	R2203	nan	0.0	y		nan	nan	nan
lama1292	R2504a	Is plant status a relevant category in the noun class/gender system?	?	Not known		nan	0:y;1:n	nan
lama1292	R2507	Is there concord beyond the NP, i.e. agreement of elements outside the NP with the noun class of a noun?	?	Not known		nan	0:n	nan
lama1292	R2508	nan	0.0	y	numeral classifiers	p.7	nan	nan
lama1292	R2601	nan	1.0	n		nan	nan	nan
lama1292	R2702	nan	1.0	n		nan	nan	nan
lama1292	R2703b	nan	0.0	n		nan	nan	nan
lama1292	R3103	Do the same morphemes systematically encode both TAM and person?	?	Not known		nan	0:n	nan
lama1292	R3502	nan	0.0	n		nan	nan	nan
lama1292	R3605	nan	0.0	n		nan	nan	nan
lama1292	R4305a	nan	1.0	?		nan	nan	nan
lama1292	R4307	nan	2.0	?		nan	nan	nan
lama1292	R4308	nan	2.0	?		nan	nan	nan
lama1292	R4308a	nan	2.0	?		nan	nan	nan
lama1292	R4309a	nan	2.0	?		nan	nan	nan
lama1292	R4309b	nan	2.0	?		nan	nan	nan
lama1292	R4309c	nan	0.0	n		nan	nan	nan
lama1292	R4309d	nan	0.0	n		nan	nan	nan
lama1292	R4311	nan	0.0	n		nan	nan	nan
lama1292	R5202	nan	3.0	?		nan	nan	nan
lama1292	R5203	nan	1.0	y		nan	nan	nan
lama1292	R5204	nan	0.0	n		nan	nan	nan
lama1292	R5205	nan	2.0	?		nan	nan	nan
lama1292	R5206	nan	2.0	?		nan	nan	nan
lama1292	R5207	nan	2.0	?		nan	nan	nan
lama1292	R5208	nan	2.0	?		nan	nan	nan
lama1292	R5209	nan	0.0	n		nan	nan	nan
lama1292	R5210	nan	2.0	?		nan	nan	nan
lama1292	R5211	nan	0.0	y	ueʔ 'older sibling', vɐri 'younger sibling'	nan	nan	nan
lama1292	R5212	nan	1.0	y	vine 'sister', nɐrɐ 'brother'	nan	nan	nan
lama1292	SD224	nan	0.0	1	N PosN does occur as well but rather infrequently. It might be influecne from Indonesian/Malay.	p.38	nan	nan
lama1292	SD295	Do demonstratives encode direction (based on a coordinate system)?	?	Not known		nan	2:?;0:y;1:n	nan
lama1292	SD319	Are S and A marked by the same prefix/proclitic?	?	Not known		nan	1:y;0:n	nan
lama1292	SD320	Are S and A marked by the same suffix/enclitic?	?	Not known		nan	1:?;0:n	nan
lama1292	SD321	Are S and O marked by the same affix/clitic?	?	Not known		nan	0:y;1:n	nan
lama1292	SD341	nan	0.0	y		nan	nan	nan
lama1292	SD342	nan	1.0	y		p.9	nan	nan
lama1292	SD343	Are there negative verbs?	?	Not known		nan	2:?;0:y;1:n	nan
lama1292	SD344	nan	0.0	n		nan	nan	nan
lama1292	SD369	nan	2.0	?		nan	nan	nan
lama1292	SD381	nan	1.0	n		nan	nan	nan
lama1292	SD388	nan	0.0	y		p.20	nan	nan
lama1292	SD389	nan	0.0	y	only fossilized, not productive	p.45	nan	nan
lama1292	SD390	nan	0.0	n		p.53	nan	nan
lama1292	SD391	nan	0.0	y		p.45	nan	nan
lama1292	SD392	Are S and O marked by the same prefix/proclitic?	?	Not known		nan	0:n	nan
lama1292	SD393	Are S and O marked by the same suffix/enclitic?	?	Not known		nan	0:n	nan
lama1292	SD394	nan	0.0	y	"leok 'willing'; leʔe 'not willing'
-ə̃wa- 'able to'; rehiʔ 'unable to'"	nan	nan	nan
lama1292	SD395	nan	0.0	n		nan	nan	nan
lama1292	SD396	nan	0.0	y		nan	nan	nan
lama1292	SD397	nan	0.0	y		p.49	nan	nan
lama1292	SD398	nan	0.0	y		p.55	nan	nan
lama1292	SD399	nan	0.0	y		p.51	nan	nan
lama1292	SD400	nan	0.0	y		p.51	nan	nan
lama1292	SD401	nan	0.0	y		p.52	nan	nan
lama1292	SD402	nan	0.0	y	only ia can function as a preposition but then loses its deictic and distnace related properties	p.52	nan	nan
lama1292	SD403	nan	0.0	y		nan	nan	nan
lama1292	SD404	nan	0.0	y		nan	nan	nan
lama1292	SD405	nan	1.0	?		nan	nan	nan
lama1292	SD406	nan	1.0	?		nan	nan	nan
lama1292	SD407	nan	1.0	?		nan	nan	nan
