Feature_ID	Language_ID	Feature	Value	Answer	Comment	Source	Possible Values	Suggested standardised comments
GB177	sawi1256	Can the verb carry a marker of animacy of argument, unrelated to any gender/noun class of the argument?	2	y		nan	4:?;1: present;2:y;3:n;0: absent	Not mentioned, Animacy is treated as a gender and therefore the question does not make sense, The marker is adjacent to the verb but not treated as morphologically bound
GB178	sawi1256	Are there several different singular genders/noun classes that can have the same plural gender/noun class?	1	n/a		nan	1:n/a;0:n	
GB179	sawi1256	Are there genders/noun classes that cannot take number marking?	1	n/a		nan	1:n/a;0:n	
GB181	sawi1256	Is number marking obligatory on certain (types of) nouns?	3	n/a		nan	3:n/a;1:?;2:y;0:n	
GB182	sawi1256	Is number marking obligatory on animate nouns?	2	n/a		nan	2:n/a;1:?;0:n	
GB183	sawi1256	Is number marking obligatory on human nouns?	2	n/a		nan	2:n/a;1:?;0:n	
GB184	sawi1256	Can an attributive nominal modifier denoting a property concept agree with the number of the noun it modifies?	2	n		nan	1: present;2:n;0: absent	Not mentioned, An additional marker dependent on the number of the noun is present but not called agreement
GB185	sawi1256	Can an adnominal demonstrative agree in number with the noun it modifies?	2	n		nan	1: present;2:n;0: absent	Not mentioned, An additional marker dependent on the number of the noun is present but not called agreement
GB186	sawi1256	Can articles agree in number with the noun they modify?	3	n/a		nan	3:n/a;1: present;2:n;0: absent	Not mentioned, An additional marker dependent on the number of the noun is present but not called agreement, It is not clear whether it is an article
GB187	sawi1256	Is there any productive diminutive marking on the noun (exclude marking by system of nominal classification only)?	2	n		nan	3:n/a;1: present;2:n;0: absent	Not mentioned, The marker is adjacent to the noun but not treated as morphologically bound
GB188	sawi1256	Is there any productive augmentative marking on the noun (exclude marking by system of nominal classification only)?	2	n	the adjective likka 'large' is used as an augmentative, although this is not a bound morpheme	nan	1: present;2:n;0: absent	Not mentioned, The marker is adjacent to the noun but not treated as morphologically bound
GB191	sawi1256	Is there a morphologically marked middle voice construction?	0	n		nan	1:?;0:n	
GB192	sawi1256	Are the noun's phonological properties relevant for any gender assignment?	3	n/a		nan	3:n/a;1: present;2:n;0: absent	Not mentioned, There is gender and it is possible that phonology influences assignment
GB193	sawi1256	What is the order of noun and attributive nominal modifier denoting a property concept?	5	2		nan	0: they cannot be used attributively;4:1;2: N - ANM;6:n att;3: both;5:2;1: ANM - N	Not mentioned, Certain adjectives take a different ordering, Adjectives can take either order
GB194	sawi1256	Are there indefinite or non-specific articles?	0	n		nan	1:y;0:n	
GB195	sawi1256	Can a noun receive more than one noun class marker at the same time?	1	n/a		nan	1:n/a;0:n	
GB196	sawi1256	Is there a gender distinction in 2nd person pronouns?	2	n		nan	1: present;2:n;0: absent	Not mentioned
GB197	sawi1256	Is there a gender distinction in 1st person pronouns?	2	n		nan	1: present;2:n;0: absent	Not mentioned
GB198	sawi1256	Can a numeral used attributively agree with any gender/noun class of the noun it modifies?	4	n/a		nan	4:n/a;1: present;3:y;2:n;0: absent	Not mentioned, An additional marker dependent on the gender of the noun is present but not called agreement
GB199	sawi1256	Can verbs agree with the gender/noun class of the nominal object?	2	n/a		nan	2:n/a;1:y;0:n	
GB200	sawi1256	Can verbs agree in number with the nominal object?	0	y		nan	2:?;0:y;1:n	
GB202	sawi1256	Is there a distinction between masculine and feminine in 2nd person pronouns?	0	n		nan	0:n	
GB203	sawi1256	"What is the order of the collective universal quantifier (""all"") and the noun?"	5	2		nan	7:?;1: UQ-N;2: N-UQ;0: no UQ;4:0;3: both;6:3;5:2	Not mentioned, 'All' does not modify the noun e.g. it is an adverb
GB204	sawi1256	Is there a distinction between collective ('all') and distributive ('every') universal quantifiers?	3	?		nan	3:?;6:no;0: absent;7:n/a;1: present;2:y;5:n;4:no data	Not mentioned
GB205	sawi1256	Is number marking prohibited on inanimate nouns?	2	n/a		nan	2:n/a;1:?;0:n	
GB206	sawi1256	Is number marking prohibited on mass nouns?	2	n/a		nan	2:n/a;1:?;0:n	
GB207	sawi1256	Is number marking optional on certain (types of) nouns?	3	n/a		nan	3:n/a;2:?;1:y;0:n	
GB208	sawi1256	Can singular number be marked by a prefix on the noun?	1	n/a		nan	1:n/a;0:n	
GB209	sawi1256	Can singular number be marked by a suffix on the noun?	1	n/a		nan	1:n/a;0:n	
GB210	sawi1256	Can singular number be marked by suppletion on the noun?	1	n/a		nan	1:n/a;0:n	
GB211	sawi1256	Can singular number be marked by tone alone on the noun?	1	n/a		nan	1:n/a;0:n	
GB212	sawi1256	Can dual number be marked by a prefix on the noun?	1	n/a		nan	1:n/a;0:n	
GB213	sawi1256	Can dual number be marked by a suffix on the noun?	1	n/a		nan	1:n/a;0:n	
GB214	sawi1256	Can dual number be marked by suppletion on the noun?	1	n/a		nan	1:n/a;0:n	
GB215	sawi1256	Can dual number be marked by tone alone on the noun?	1	n/a		nan	1:n/a;0:n	
GB216	sawi1256	Can dual number be marked by reduplication on the noun?	1	n/a		nan	1:n/a;0:n	
GB217	sawi1256	Can plural number be marked by a prefix on the noun?	1	n/a		nan	1:n/a;0:n	
GB218	sawi1256	Can plural number be marked by a suffix on the noun?	2	n/a		nan	2:n/a;1:y;0:n	
GB219	sawi1256	Can plural number be marked by suppletion on the noun?	1	n/a		nan	1:n/a;0:n	
GB220	sawi1256	Can plural number be marked by tone alone on the noun?	1	n/a		nan	1:n/a;0:n	
GB221	sawi1256	Can plural number be marked by reduplication on the noun?	2	n/a	reduplication of nouns derives nouns with a collective interpretation	F. Kratochvíl p.c. 2016	2:n/a;1:y;0:n	
GB222	sawi1256	Can trial number be marked by a prefix on the noun?	1	n/a		nan	1:n/a;0:n	
GB223	sawi1256	Can trial number be marked by a suffix on the noun?	1	n/a		nan	1:n/a;0:n	
GB224	sawi1256	Can trial number be marked by suppletion on the noun?	1	n/a		nan	1:n/a;0:n	
GB225	sawi1256	Can trial number be marked by tone alone on the noun?	1	n/a		nan	1:n/a;0:n	
GB226	sawi1256	Can trial number be marked by reduplication on the noun?	1	n/a		nan	1:n/a;0:n	
GB227	sawi1256	Can paucal number be marked by a prefix on the noun?	1	n/a		nan	1:n/a;0:n	
GB228	sawi1256	Can paucal number be marked by a suffix on the noun?	1	n/a		nan	1:n/a;0:n	
GB229	sawi1256	Can paucal number be marked by suppletion on the noun?	1	n/a		nan	1:n/a;0:n	
GB230	sawi1256	Can paucal number be marked by tone alone on the noun?	1	n/a		nan	1:n/a;0:n	
GB231	sawi1256	Can paucal number be marked by reduplication on the noun?	1	n/a		nan	1:n/a;0:n	
GB232	sawi1256	Can diminutive be marked by a prefix on the noun?	1	n/a		nan	1:n/a;0:n	
GB234	sawi1256	Can diminutive be marked by a suffix on the noun?	1	n/a		nan	1:n/a;0:n	
GB235	sawi1256	Can diminutive be marked by suppletion on the noun?	1	n/a		nan	1:n/a;0:n	
GB236	sawi1256	Can diminutive be marked by tone on the noun?	1	n/a		nan	1:n/a;0:n	
GB237	sawi1256	Can diminutive be marked by reduplication on the noun?	1	n/a		nan	1:n/a;0:n	
GB238	sawi1256	Can diminutive be marked by noun class selection?	1	n/a		nan	1:n/a;0:n	
GB239	sawi1256	Can augmentative be marked by a prefix on the noun?	1	n/a		nan	1:n/a;0:n	
GB240	sawi1256	Can augmentative be marked by a suffix on the noun?	1	n/a		nan	1:n/a;0:n	
GB241	sawi1256	Can augmentative be marked by suppletion on the noun?	1	n/a		nan	1:n/a;0:n	
GB242	sawi1256	Can augmentative be marked by tone on the noun?	1	n/a		nan	1:n/a;0:n	
GB243	sawi1256	Can augmentative be marked by reduplication on the noun?	1	n/a		nan	1:n/a;0:n	
GB244	sawi1256	Can augmentative be marked by noun class selection?	1	n/a		nan	1:n/a;0:n	
GB245	sawi1256	Can gender/noun class be marked by a prefix on the noun?	1	n/a		nan	1:n/a;0:n	
GB246	sawi1256	Can gender/noun class be marked by a suffix on the noun?	1	n/a		nan	1:n/a;0:n	
GB247	sawi1256	Can gender/noun class be marked by suppletion on the noun?	1	n/a		nan	1:n/a;0:n	
GB248	sawi1256	Can gender/noun class be marked by tone on the noun only?	1	n/a		nan	1:n/a;0:n	
GB249	sawi1256	Are there variations in marking strategies of core participants?	1	y		nan	1:y;0:n	
GB250	sawi1256	Can predicative possession be formed with a habeo-verb?	3	n		nan	4:?;1: present;2:y;3:n;0: absent	Not mentioned, The habeo verb is also an existential verb
GB251	sawi1256	Can predicative possession be formed by an intransitive construction with an locational/existential/copula predicate where the possessum is the subject?	1	n		nan	2:?;0:y;1:n	
GB252	sawi1256	Can predicative possession be formed with a locative possessive?	3	n		nan	4:?;1: present;2:y;3:n;0: absent	Not mentioned
GB253	sawi1256	Can predicative possession be formed with a dative possessive?	3	n		nan	4:?;1: present;2:y;3:n;0: absent	Not mentioned
GB254	sawi1256	Can predicative possession be formed with a genitive possessive?	2	y	[that house] 1sg.GEN 'That house is mine, belongs to me' 	Kr2014: 372	4:?;1: present;2:y;3:n;0: absent	Not mentioned
GB255	sawi1256	Can predicative possession be formed with a topic possessive?	2	n		nan	3:?;1: present;2:n;0: absent	Not mentioned
GB256	sawi1256	Can predicative possession be formed with a conjunctional possessive?	2	n		nan	3:?;1: present;2:n;0: absent	Not mentioned
GB257	sawi1256	Can polar interrogation be marked by intonation only?	2	y		nan	4:?;1: present;2:y;3:n;0: absent	Not mentioned, The question particle carries tone but this might also be intonation
GB258	sawi1256	Is the polar interrogative intonation rising?	0	y		nan	2:no data;3:n/a;1:?;0:y	
GB259	sawi1256	Is the polar interrogative intonation falling?	0	n		nan	2:no data;4:n/a;1:?;3:y;0:n	
GB260	sawi1256	Can polar interrogation be marked by change in word order only?	2	n		nan	1: present;2:n;0: absent	Not mentioned
GB261	sawi1256	Can polar interrogation be marked by a particle only?	1	y		nan	2:?;1:y;0:n	
GB262	sawi1256	Is there a clause-initial polar interrogative particle?	2	n		nan	4:n/a;3:?;1: present;2:n;0: absent	Not mentioned, The elements used in polar interrogation are distributed over the clause
GB263	sawi1256	Is there a clause-final polar interrogative particle?	2	y		nan	3:?;0: absent;5:n/a;1: present;2:y;4:n	Not mentioned, The elements used in polar interrogation are distributed over the clause
GB264	sawi1256	Is there a clause-medial polar interrogative particle?	2	n		nan	4:n/a;3:?;1: present;2:n;0: absent	Not mentioned, The elements used in polar interrogation are distributed over the clause
GB265	sawi1256	"Can comparative constructions be construed with a verb meaning ""surpass"" or ""exceed""?"	3	n	prefix ma- attached to verb creates superlative meaning	Kr2014:401	5:?;0: absent;2:no data;1: present;4:y;3:n	Not mentioned
GB266	sawi1256	Can comparative constructions be construed with a locative comparative?	2	n		nan	5:?;0: absent;4:no data;1: present;3:y;2:n	Not mentioned
GB267	sawi1256	Can comparative constructions be construed with a from-comparative?	3	?		nan	1:no data;3:?;2:y;0:n	
GB268	sawi1256	Can comparative constructions be construed with a to-comparative?	3	?		nan	2:no data;3:?;1:y;0:n	
GB269	sawi1256	Can comparative constructions be construed with a benefactive comparative?	2	?		nan	1:no data;2:?;0:n	
GB270	sawi1256	Can comparative constructions be construed with conjoined clauses?	5	?		nan	5:?;0: absent;2:no data;1: present;3:y;4:n	Not mentioned
GB271	sawi1256	Are the predicates in the conjoined comparative construction antonyms?	2	?		nan	0:no data;4:n/a;2:?;3:y;1:n	
GB272	sawi1256	Do the  predicates in the conjoined comparative construction differ in polarity?	2	?		nan	0:no data;4:n/a;2:?;3:y;1:n	
GB273	sawi1256	Can comparative constructions be construed with a particle?	5	?		nan	5:?;0: absent;3:no data;1: present;4:y;2:n	Not mentioned
GB274	sawi1256	Is the element marking the gradable property concepts in the comparative construction marked for comparison in any way?	3	?		nan	0:no data;3:?;2:y;1:n	
GB275	sawi1256	Is the element marking the property concept in the comparative construction marked by an affix indicating comparision or grading?	5	?		nan	5:?;4:no data;0: absent;6:n/a;1: present;3:y;2:n	Not mentioned, The marker is adjacent to the property word but not treated as morphologically bound
GB276	sawi1256	Is the element marking the property concept in the comparative construction marked by a sepeare degree word indicating comparision or grading?	5	?		nan	5:?;4:no data;0: absent;6:n/a;1: present;3:y;2:n	Not mentioned, The marker is adjacent to the property word but not treated as morphologically bound
GB277	sawi1256	Can comparative constructions be construed with a at-comparative?	3	?		nan	2:no data;3:?;1:y;0:n	
GB278	sawi1256	Is there variation in conflation of arguments marking core participants?	0	y		nan	2:no data;3:?;0:y;1:n	
GB279	sawi1256	Is there variation in conflation of core participants based on TAM distinctions?	2	n		nan	4:?;3:no data;0: absent;5:n/a;1: present;2:n	Not mentioned
GB280	sawi1256	Are variation in conflation of core participants based on verb classes?	0	y		nan	2:no data;4:n/a;3:?;0:y;1:n	
GB281	sawi1256	Is there variation in conflation of core participants based on clause type, e.g. main vs. subordinate?	2	n		nan	4:?;3:no data;0: absent;5:n/a;1: present;2:n	Not mentioned
GB282	sawi1256	Are variation in conflation of core participants based on person distinctions?	1	n		nan	2:no data;4:n/a;3:?;0:y;1:n	
GB283	sawi1256	Can verbs agree with the gender/noun class of the nominal subject?	2	n/a		nan	2:n/a;1:y;0:n	
GB284	sawi1256	Can verbs agree with the number of the nominal subject?	1	y	set I person prefixes can encode S, A, and P	Kr2014:396	2:?;1:y;0:n	
GB285	sawi1256	Can polar interrogation be marked by a question particle and verbal morphology?	2	n		nan	1: present;3:y;2:n;0: absent	Not mentioned, The marker is adjacent to the verb but not treated as morphologically bound
GB286	sawi1256	Can polar interrogation be marked by verbal morphology only?	2	n		nan	1: present;2:n;0: absent	Not mentioned, The marker is adjacent to the verb but not treated as morphologically bound
GB287	sawi1256	Can recipients be treated as a transitive object, i.e. as Direct Object in terms of case marking?	0	n		nan	2:n/a;1:y?;0:n	
GB288	sawi1256	Can recipients be treated as a transitive object, i.e. as Direct Object in terms of core argument marking by adpositions?	0	n		nan	1:n/a;0:n	
GB289	sawi1256	Can recipients be treated as a transitive object, i.e. as Direct Object in terms of verbal agreement marking?	0	n		nan	3:n/a;2:?;1:y;0:n	
GB290	sawi1256	Can recipients be treated as a transitive object, i.e. as Direct Object in terms of verbal person marking (not agreement)?	0	y		nan	2:n/a;0:y;1:n	
GB291	sawi1256	Can polar interrogation be marked by tone?	2	n		nan	4:n/a;3:?;1: present;2:n;0: absent	Not mentioned, The question particle carries tone but this might also be intonation
GB292	sawi1256	Is the particle marking polar interrogation not tone?	0	y		nan	3:n/a;2:?;0:y;1:n	
GB294	sawi1256	Are there ideophones that depict sensory imagery beyond sound?	2	?	not sure	F. Kratochvíl p.c. 2016	1:no data;2:?;0:n	
GB295	sawi1256	Can ideophones act like verbs?	3	?	They are followed by verbs such as amane 'doing so'	F. Kratochvíl p.c. 2016	2:no data;3:?;0:y;1:n	
GB296	sawi1256	Is there a morphosyntactically definable class of ideophones (beyond sound)?	3	?	not sure	F. Kratochvíl p.c. 2016	4:no data;3:?;1: present;2:n;0: absent	Not mentioned
GB297	sawi1256	Can polar interrogation be marked by a construction of the type “V Neg V”?	?	Not known		nan	1: present;0: absent	Not mentioned
GB298	sawi1256	Can standard negation be marked by negative auxiliaries?	?	Not known		nan	1: present;0: absent	Not mentioned, Unclear whether it should count as an auxiliary given that no verbs carry inflection
GB299	sawi1256	Can standard negation be marked by a freestanding particle?	?	Not known		nan	1: present;0: absent	Not mentioned
GB300	sawi1256	Is there a verb for the function 'give' that is suppletive for any grammatical category?	?	Not known		nan	1: present;0: absent	Not mentioned
GB301	sawi1256	Does the language have inclusory constructions productively?	?	Not known		nan	1: present;0: absent	Not mentioned
GB302	sawi1256	Is there a dedicated, obligatory and productive construction that marks passive voice, not morphologically on the verb nor on the A argument?	?	Not known		nan	1: present;0: absent	Not mentioned, The marker is adjacent to the verb but it is unclear whether it is morphologically bound
GB303	sawi1256	Is there a dedicated, obligatory, productive construction that marks antipassive voice, not morphologically on the verb?	?	Not known		nan	1: present;0: absent	Not mentioned, The marker is adjacent to the verb but it is unclear whether it is morphologically bound
GB304	sawi1256	Can the A argument be overtly expressed in a passive clause or be overtly marked to signal a passive clause?	?	Not known		nan	1: present;0: absent	Not mentioned
GB305	sawi1256	Are there phonologically independent reflexive pronouns?	?	Not known		nan	1: present;0: absent	Not mentioned, Not clear if they are phonologically independent
GB306	sawi1256	Are there reciprocal pronouns that are not-bipartite?	?	Not known		nan	1: present;0: absent	Not mentioned
GB307	sawi1256	Are there bipartite reciprocal pronouns?	?	Not known		nan	1: present;0: absent	Not mentioned
GB308	sawi1256	Can tense be marked by a productive, obligatory and dedicated construction that is not morphologically bound to the verb?	?	Not known		nan	1: present;0: absent	Not mentioned, The marker is adjacent to the verb but not treated as morphologically bound
GB309	sawi1256	Are there multiple past or future tenses, distinguishing distance from Time of Reference, in any form?	?	Not known		nan	1: present;0: absent	Not mentioned, The marker is adjacent to the verb but not treated as morphologically bound
GB310	sawi1256	Can aspect be marked by a productive, obligatory and dedicated construction that is not morphologically bound to the verb?	?	Not known		nan	1: present;0: absent	Not mentioned, The marker is adjacent to the verb but not treated as morphologically bound
GB311	sawi1256	Can mood be marked by a productive, obligatory and dedicated construction that is not morphologically bound to the verb?	?	Not known		nan	1: present;0: absent	Not mentioned, The marker is adjacent to the verb but not treated as morphologically bound
GB312	sawi1256	Can modal distinctions be marked on the verb, productively, dedicatedly and obligatorily?	?	Not known		nan	1: present;0: absent	Not mentioned, The marker is adjacent to the verb but not treated as morphologically bound
GB313	sawi1256	Are there possessive pronouns?	?	Not known		nan	1: present;0: absent	Not mentioned
GB314	sawi1256	Can augmentative be marked productively by a system of nominal classification?	?	Not known		nan	1: present;0: absent	Not mentioned
GB315	sawi1256	Can diminutive be marked productively by a system of nominal classification?	?	Not known		nan	1: present;0: absent	Not mentioned
GB316	sawi1256	Can singular number of a noun be marked by a productive, obligatory and dedicated marker in the noun phrase that is not bound to the noun and is not an agreement exponent of a plural marker on the noun?	?	Not known		nan	1: present;0: absent	Not mentioned, The marker is adjacent to the verb and it is unclear whether it is morphologically bound to it
GB317	sawi1256	Can dual number of a noun be marked by a productive, obligatory and dedicated marker in the noun phrase that is not bound to the noun and is not an agreement exponent of a plural marker on the noun?	?	Not known		nan	1: present;0: absent	Not mentioned, The marker is adjacent to the verb and it is unclear whether it is morphologically bound to it
GB318	sawi1256	Can plural number of a noun be marked by a productive, obligatory and dedicated marker in the noun phrase that is not bound to the noun and is not an agreement exponent of a plural marker on the noun?	?	Not known		nan	1: present;0: absent	Not mentioned, The marker is adjacent to the verb and it is unclear whether it is morphologically bound to it
GB319	sawi1256	Can trial number of a noun be marked by a productive, obligatory and dedicated marker in the noun phrase that is not bound to the noun and is not an agreement exponent of a plural marker on the noun?	?	Not known		nan	1: present;0: absent	Not mentioned, The marker is adjacent to the verb and it is unclear whether it is morphologically bound to it
GB320	sawi1256	Can paucal number of a noun be marked by a productive, obligatory and dedicated marker in the noun phrase that is not bound to the noun and is not an agreement exponent of a plural marker on the noun?	?	Not known		nan	1: present;0: absent	Not mentioned, The marker is adjacent to the verb and it is unclear whether it is morphologically bound to it
GB321	sawi1256	Is there an open class of noun stems that are assigned to gender/noun class categories arbitrarily?	?	Not known		nan	1: present;0: absent	Not mentioned, There may be a gender or noun class system but it seems to be semantic
GB322	sawi1256	Does the language encode direct evidentiality (perceived with senses)?	?	Not known		nan	1: present;0: absent	Not mentioned
GB323	sawi1256	Does the language encode indirect evidentiality (hearsay, inference, etc.)?	?	Not known		nan	1: present;0: absent	Not mentioned
GB324	sawi1256	Are some content interrogatives (who?, what?, etc.) expressed in interrogative verbs?	?	Not known		nan	1: present;0: absent	Not mentioned
GB325	sawi1256	Is there a count/mass distinction in content interrogatives (e.g. English how many vs. how much)?	?	Not known		nan	1: present;0: absent	Not mentioned
GB326	sawi1256	Do (nominal) content interrogatives normally or frequently occur in situ (i.e. in the normal position for a non-interrogative NP in the same participant role)?	?	Not known		nan	1: present;0: absent	Not mentioned
GB327	sawi1256	Can the relative clause follow the noun?	?	Not known		nan	1: present;0: absent	Not mentioned
GB328	sawi1256	Can the relative clause precede the noun?	?	Not known		nan	1: present;0: absent	Not mentioned
GB329	sawi1256	Are there internally-headed relative clauses?	?	Not known		nan	1: present;0: absent	Not mentioned
GB330	sawi1256	Are there correlative relative clauses?	?	Not known		nan	1: present;0: absent	Not mentioned
GB331	sawi1256	Are there adjoined relative clauses?	?	Not known		nan	1: present;0: absent	Not mentioned
GB332	sawi1256	Are there double-headed relative clauses?	?	Not known		nan	1: present;0: absent	Not mentioned
GB333	sawi1256	Is there a decimal counting system?	2	y		nan	1: present;2:y;0: absent	Not mentioned
GB334	sawi1256	Is there synchronic evidence for any element of a quinary counting system?	?	Not known		nan	1: present;0: absent	Not mentioned
GB335	sawi1256	Is there synchronic evidence for any element of a vigesimal counting system?	?	Not known		nan	1: present;0: absent	Not mentioned
GB336	sawi1256	Is there a body-part tallying system?	2	n		nan	1: present;2:n;0: absent	Not mentioned
GB502	sawi1256	What is the relative position of possessor pronoun and possessed in the attributive possessive construction?	0	1	possessor possessed (gannu ga-house)	F. Kratochvíl p.c. 2016	3:n/a;0:1;2:2;1:n pospro	
GB503	sawi1256	Are S and A marked by the same affix/clitic?	0	y		nan	2:n/a;0:y;1:n	
GB508	sawi1256	Are there core adjectives (elements denoting property concepts) that act like nouns?	?	Not known		nan	0:n	
GB509	sawi1256	Are demonstratives used pronominally?	0	y		Kr2014:377 ex (59B)	2:?;0:y;1:n	
GB510	sawi1256	Are demonstratives used adnominally?	0	y		Kr2014:377 vv	0:y	
GB511	sawi1256	Do demonstratives encode elevation?	1	n		nan	2:?;0:y;1:n	
GB512	sawi1256	Is there an opposition between three or more elevation terms in the demonstrative system?	3	n/a		nan	3:n/a;2:?;0:y;1:n	
GB514	sawi1256	Is animacy distinguished in the demonstrative system?	0	n		nan	2:?;1:y;0:n	
GB515	sawi1256	Is humanness distinguished in the demonstrative system?	0	n		nan	1:?;0:n	
GB516	sawi1256	How are locationals and demonstratives formally related?	2	0	possibly somewhat related - ma/ ang-ama-etc.	F. Kratochvíl p.c. 2016	2:0;4:?;0:1;1:3;3:2	
GB517	sawi1256	Is there an opposition between three or more distance terms in the locational system?	0	y	yes: ma, li, and mara	F. Kratochvíl p.c. 2016	2:?;0:y;1:n	
GB518	sawi1256	Do locationals encode elevation?	1	n		nan	2:?;0:y;1:n	
GB519	sawi1256	Is there an opposition between three or more elevation terms in the locational system?	3	n/a		nan	3:n/a;2:?;0:y;1:n	
GB520	sawi1256	Do locationals encode direction (based on a coordinate system)?	1	n		nan	2:?;0:y;1:n	
GB521	sawi1256	Is the opposition visible-non-visible marked on locationals?	0	n		nan	2:?;1:y;0:n	
R1102	sawi1256	How many places of articulation are there for stops?	0	4	labial, alveodental, velar, glottal	Kratochvil 2014: 354	2:5;1:3;0:4	
R1103	sawi1256	How many places of articulation are there for nasals?	0	3	labial, alveodental, velar	nan	0:3;1:2	
R1103a	sawi1256	Are there as many points of articulation for nasals as there are for stops?	0	n		nan	1:y;0:n	
R1103b	sawi1256	Is there contrast between heterorganic and homorganic sequence of nasal and velar stop?	0	n		nan	0:n	
R1105	sawi1256	Are there fricative phonemes?	0	y		nan	0:y	
R1106	sawi1256	Are there phonemic prenasalised stops?	0	n		nan	0:n	
R1107	sawi1256	Is there a phonemic distinction between l/r?	0	y	Note that the l/r distinction is not in all places (a similar situation exists in Kula)	F. Kratochvíl p.c. 2016	0:y	
R1108	sawi1256	Is there a phonemic velar fricative or glide?	0	n		nan	1:y;0:n	
R1109	sawi1256	Is there a voicing contrast between oral (i.e. non-prenasal) stops?	0	y		nan	0:y;1:n	
R1109a	sawi1256	Is there a laminal/apical contrast?	0	n		nan	0:n	
R1109b	sawi1256	Are there retroflexed consonants?	0	n		nan	0:n	
R1110	sawi1256	Is there phonemic consonant length?	0	n		nan	1:y;0:n	
R1111	sawi1256	Is there phonemic vowel length?	0	y		nan	0:y;1:n	
R1112	sawi1256	Are there contrastive phonation types for vowels?	0	n		nan	1:y;0:n	
R1113a	sawi1256	Are there two or more contrastive central vowels?	1	n		nan	0:y;1:n	
R1115	sawi1256	Is there lexically determined suprasegmental prominence?	0	y		Kr2014: 359	0:y;1:n	
R1116	sawi1256	Is there weight-sensitive suprasegmental prominence	0	y		Kr2014: 359	0:y;1:n	
R1117	sawi1256	Is there syllable position sensitive suprasegmental prominence?	0	y		Kr2014: 359	2:no data;3:?;0:y;1:n	
R1118	sawi1256	Is there a tonal system?	1	n	Possibly, need to be investigated further	F. Kratochvíl p.c. 2016	0:y;1:n	
R1202	sawi1256	Are there word-final consonants?	0	y	m, n, ng, l, r, k, s	nan	0:y	
R1203a	sawi1256	Are there consonant clusters (not counting prenasalized consonants) in syllable onset?	1	y	[stop liquid] only	nan	1:y;0:n	
R1204	sawi1256	Are there consonant clusters (not counting prenasalized consonants) in syllable coda?	0	n		nan	1:y;0:n	
R2203	sawi1256	Is number marked in pronouns?	0	y		nan	0:y	
R2504a	sawi1256	Is plant status a relevant category in the noun class/gender system?	2	n/a		nan	2:n/a;0:y;1:n	
R2507	sawi1256	Is there concord beyond the NP, i.e. agreement of elements outside the NP with the noun class of a noun?	1	n/a		nan	1:n/a;0:n	
R2508	sawi1256	Are there classifiers?	0	y	aning 'person', kiki 'seed'	Kr2014:386	2:?;0:y;1:n	
R2601	sawi1256	Are there possessive classes?	0	y		nan	0:y;1:n	
R2702	sawi1256	Is there evidence for any element of a quinary counting system?	0	y		nan	0:y;1:n	
R2703b	sawi1256	Is there a minimal counting system or no clear number altogether?	0	n		nan	0:n	
R3103	sawi1256	Do the same morphemes systematically encode both TAM and person?	1	n/a		nan	1:n/a;0:n	
R3502	sawi1256	Is gender marked anywhere separately to person?	0	n		nan	0:n	
R3605	sawi1256	Is there intransitivising morphology (include clitics)?	0	n		nan	1:?;2:y;0:n	
R4305a	sawi1256	Are there relative clauses, i.e. embedded construction by which a clause modifies a head N?	0	y		nan	1:?;0:y;2:n	
R4307	sawi1256	Are there purposive non-finite subordinate clauses?	1	y	The answer is yes here because the purposive clauses follow the main clause and carry the mood marker. The disctinction finite-non-finite is not the best way to capture that, but they do display marking which is restricted to clause-medial position.	F. Kratochvíl p.c. 2016	2:?;1:y;0:n	
R4308	sawi1256	Are there temporal non-finite subordinate clauses?	1	y	Yes, using demonstratives as nominalizers.	F. Kratochvíl p.c. 2016	2:?;1:y;0:n	
R4308a	sawi1256	Are there conditional non-finite subordinate clauses?	0	y	The conditional marker is ma, i, which is also the locative marker, or condition is marked by other forms such as anda and masi. The indication of finiteness is difficult to assess.	F. Kratochvíl p.c. 2016	2:?;0:y;1:n	
R4309a	sawi1256	Are there complement clauses for speech verbs?	1	n	the clause with the speech verb (not the quote) is nominalised with ngana. the complementizer is typically ngana  (<DEM) and the complement clause follows the complement taking verb.	Kr2014:403 ex 130	3:no data;2:?;0:y;1:n	
R4309b	sawi1256	Are there complement clauses for perception verbs?	1	n	same as above	F. Kratochvíl p.c. 2016	3:no data;2:?;0:y;1:n	
R4309c	sawi1256	Is there a complementizer that precedes a complement clause?	0	n	complementizer is in between the main and complement clause (linking them)	F. Kratochvíl p.c. 2016	1:no data;4:n/a;3:?;2:y;0:n	
R4309d	sawi1256	Is there a complementizer that follows a complement clause?	2	y	if nominalising ngana 'DEF' is analysed as a complementiser. The quotative wanti occurs in the final position of the complement clause, but is not obligatory. It could be analyzed as the second part of the complementizer.	nan	1:no data;4:n/a;3:?;2:y;0:n	
R4311	sawi1256	Are there participle or gerund constructions, morphologically separate from RC or subordinate clauses?	0	n		nan	1:?;0:n	
R5202	sawi1256	Is there a construction encoding kin dyads?	3	?	eg. mother-father 'parents'	nan	0:no data;3:?;2:y;1:n	
R5203	sawi1256	Is the term for father the same as the term for father's brother  (i.e. F = FB)?	1	y		nan	3:no data;2:?;1:y;0:n	
